,label,body_text,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_lemmatized
2939,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",Hello No news on job they are making me wait a fifth week Yeah im up for some woozles and weasels In exeter still but be home about 3 ,"['hello', 'no', 'news', 'on', 'job', 'they', 'are', 'making', 'me', 'wait', 'a', 'fifth', 'week', 'yeah', 'im', 'up', 'for', 'some', 'woozles', 'and', 'weasels', 'in', 'exeter', 'still', 'but', 'be', 'home', 'about', '3', '']","['hello', 'news', 'job', 'making', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozles', 'weasels', 'exeter', 'still', 'home', '3', '']","['hello', 'news', 'job', 'make', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozl', 'weasel', 'exet', 'still', 'home', '3', '']","['hello', 'news', 'job', 'making', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozles', 'weasel', 'exeter', 'still', 'home', '3', '']"
2940,ham,No message..no responce..what happend?,No messageno responcewhat happend,"['no', 'messageno', 'responcewhat', 'happend']","['messageno', 'responcewhat', 'happend']","['messageno', 'responcewhat', 'happend']","['messageno', 'responcewhat', 'happend']"
2941,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,We currently have a message awaiting your collection To collect your message just call 08718723815,"['we', 'currently', 'have', 'a', 'message', 'awaiting', 'your', 'collection', 'to', 'collect', 'your', 'message', 'just', 'call', '08718723815']","['currently', 'message', 'awaiting', 'collection', 'collect', 'message', 'call', '08718723815']","['current', 'messag', 'await', 'collect', 'collect', 'messag', 'call', '08718723815']","['currently', 'message', 'awaiting', 'collection', 'collect', 'message', 'call', '08718723815']"
2942,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",Hey babe sorry i didnt get sooner Gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a Ptbo and he says it will cost  ltgt  bucks I dont know if it might be cheaper to find someone there  We dont have any second hand machines at all right now let me know what you want to do babe,"['hey', 'babe', 'sorry', 'i', 'didnt', 'get', 'sooner', 'gary', 'can', 'come', 'and', 'fix', 'it', 'cause', 'he', 'thinks', 'he', 'knows', 'what', 'it', 'is', 'but', 'he', 'doesnt', 'go', 'as', 'far', 'a', 'ptbo', 'and', 'he', 'says', 'it', 'will', 'cost', 'ltgt', 'bucks', 'i', 'dont', 'know', 'if', 'it', 'might', 'be', 'cheaper', 'to', 'find', 'someone', 'there', 'we', 'dont', 'have', 'any', 'second', 'hand', 'machines', 'at', 'all', 'right', 'now', 'let', 'me', 'know', 'what', 'you', 'want', 'to', 'do', 'babe']","['hey', 'babe', 'sorry', 'didnt', 'get', 'sooner', 'gary', 'come', 'fix', 'cause', 'thinks', 'knows', 'doesnt', 'go', 'far', 'ptbo', 'says', 'cost', 'ltgt', 'bucks', 'dont', 'know', 'might', 'cheaper', 'find', 'someone', 'dont', 'second', 'hand', 'machines', 'right', 'let', 'know', 'want', 'babe']","['hey', 'babe', 'sorri', 'didnt', 'get', 'sooner', 'gari', 'come', 'fix', 'caus', 'think', 'know', 'doesnt', 'go', 'far', 'ptbo', 'say', 'cost', 'ltgt', 'buck', 'dont', 'know', 'might', 'cheaper', 'find', 'someon', 'dont', 'second', 'hand', 'machin', 'right', 'let', 'know', 'want', 'babe']","['hey', 'babe', 'sorry', 'didnt', 'get', 'sooner', 'gary', 'come', 'fix', 'cause', 'think', 'know', 'doesnt', 'go', 'far', 'ptbo', 'say', 'cost', 'ltgt', 'buck', 'dont', 'know', 'might', 'cheaper', 'find', 'someone', 'dont', 'second', 'hand', 'machine', 'right', 'let', 'know', 'want', 'babe']"
2943,ham,make that 3! 4 fucks sake?! x,make that 3 4 fucks sake x,"['make', 'that', '3', '4', 'fucks', 'sake', 'x']","['make', '3', '4', 'fucks', 'sake', 'x']","['make', '3', '4', 'fuck', 'sake', 'x']","['make', '3', '4', 'fuck', 'sake', 'x']"
2944,ham,Leave it. U will always be ignorant.,Leave it U will always be ignorant,"['leave', 'it', 'u', 'will', 'always', 'be', 'ignorant']","['leave', 'u', 'always', 'ignorant']","['leav', 'u', 'alway', 'ignor']","['leave', 'u', 'always', 'ignorant']"
2945,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),Nope but ill b going 2 sch on fri quite early lor cos mys sis got paper in da morn ,"['nope', 'but', 'ill', 'b', 'going', '2', 'sch', 'on', 'fri', 'quite', 'early', 'lor', 'cos', 'mys', 'sis', 'got', 'paper', 'in', 'da', 'morn', '']","['nope', 'ill', 'b', 'going', '2', 'sch', 'fri', 'quite', 'early', 'lor', 'cos', 'mys', 'sis', 'got', 'paper', 'da', 'morn', '']","['nope', 'ill', 'b', 'go', '2', 'sch', 'fri', 'quit', 'earli', 'lor', 'co', 'my', 'si', 'got', 'paper', 'da', 'morn', '']","['nope', 'ill', 'b', 'going', '2', 'sch', 'fri', 'quite', 'early', 'lor', 'co', 'mys', 'si', 'got', 'paper', 'da', 'morn', '']"
2946,ham,at bruce b downs &amp; fletcher now,at bruce b downs amp fletcher now,"['at', 'bruce', 'b', 'downs', 'amp', 'fletcher', 'now']","['bruce', 'b', 'downs', 'amp', 'fletcher']","['bruce', 'b', 'down', 'amp', 'fletcher']","['bruce', 'b', 'down', 'amp', 'fletcher']"
2947,ham,Where are you ? You said you would be here when I woke ... :-(,Where are you  You said you would be here when I woke  ,"['where', 'are', 'you', 'you', 'said', 'you', 'would', 'be', 'here', 'when', 'i', 'woke', '']","['said', 'would', 'woke', '']","['said', 'would', 'woke', '']","['said', 'would', 'woke', '']"
2948,ham,Hey now am free you can call me.,Hey now am free you can call me,"['hey', 'now', 'am', 'free', 'you', 'can', 'call', 'me']","['hey', 'free', 'call']","['hey', 'free', 'call']","['hey', 'free', 'call']"
2949,ham,Tell me whos this pls:-),Tell me whos this pls,"['tell', 'me', 'whos', 'this', 'pls']","['tell', 'whos', 'pls']","['tell', 'who', 'pl']","['tell', 'who', 'pls']"
2950,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",URGENT Your mobile was awarded a £1500 Bonus Caller Prize on 27603 Our final attempt 2 contact U Call 08714714011,"['urgent', 'your', 'mobile', 'was', 'awarded', 'a', '1500', 'bonus', 'caller', 'prize', 'on', '27603', 'our', 'final', 'attempt', '2', 'contact', 'u', 'call', '08714714011']","['urgent', 'mobile', 'awarded', '1500', 'bonus', 'caller', 'prize', '27603', 'final', 'attempt', '2', 'contact', 'u', 'call', '08714714011']","['urgent', 'mobil', 'award', '1500', 'bonu', 'caller', 'prize', '27603', 'final', 'attempt', '2', 'contact', 'u', 'call', '08714714011']","['urgent', 'mobile', 'awarded', '1500', 'bonus', 'caller', 'prize', '27603', 'final', 'attempt', '2', 'contact', 'u', 'call', '08714714011']"
2951,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",Think i might have to give it a miss Am teaching til twelve then have lecture at two Damn this working thing,"['think', 'i', 'might', 'have', 'to', 'give', 'it', 'a', 'miss', 'am', 'teaching', 'til', 'twelve', 'then', 'have', 'lecture', 'at', 'two', 'damn', 'this', 'working', 'thing']","['think', 'might', 'give', 'miss', 'teaching', 'til', 'twelve', 'lecture', 'two', 'damn', 'working', 'thing']","['think', 'might', 'give', 'miss', 'teach', 'til', 'twelv', 'lectur', 'two', 'damn', 'work', 'thing']","['think', 'might', 'give', 'miss', 'teaching', 'til', 'twelve', 'lecture', 'two', 'damn', 'working', 'thing']"
2952,ham,Id have to check but there's only like 1 bowls worth left,Id have to check but theres only like 1 bowls worth left,"['id', 'have', 'to', 'check', 'but', 'theres', 'only', 'like', '1', 'bowls', 'worth', 'left']","['id', 'check', 'theres', 'like', '1', 'bowls', 'worth', 'left']","['id', 'check', 'there', 'like', '1', 'bowl', 'worth', 'left']","['id', 'check', 'there', 'like', '1', 'bowl', 'worth', 'left']"
2953,ham,Yes there were many sweets,Yes there were many sweets,"['yes', 'there', 'were', 'many', 'sweets']","['yes', 'many', 'sweets']","['ye', 'mani', 'sweet']","['yes', 'many', 'sweet']"
2954,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,I would but Im still cozy And exhausted from last nightnobody went to school or work Everything is closed,"['i', 'would', 'but', 'im', 'still', 'cozy', 'and', 'exhausted', 'from', 'last', 'nightnobody', 'went', 'to', 'school', 'or', 'work', 'everything', 'is', 'closed']","['would', 'im', 'still', 'cozy', 'exhausted', 'last', 'nightnobody', 'went', 'school', 'work', 'everything', 'closed']","['would', 'im', 'still', 'cozi', 'exhaust', 'last', 'nightnobodi', 'went', 'school', 'work', 'everyth', 'close']","['would', 'im', 'still', 'cozy', 'exhausted', 'last', 'nightnobody', 'went', 'school', 'work', 'everything', 'closed']"
2955,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,U have a secret admirer REVEAL who thinks U R So special Call 09065174042 To opt out Reply REVEAL STOP 150 per msg recd Cust care 07821230901,"['u', 'have', 'a', 'secret', 'admirer', 'reveal', 'who', 'thinks', 'u', 'r', 'so', 'special', 'call', '09065174042', 'to', 'opt', 'out', 'reply', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']","['u', 'secret', 'admirer', 'reveal', 'thinks', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'reply', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']","['u', 'secret', 'admir', 'reveal', 'think', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'repli', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']","['u', 'secret', 'admirer', 'reveal', 'think', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'reply', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']"
2956,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,Buzzzz grins Did I buzz your ass Buzz your chest  Buzz your cock  Where do you keep your phone  Is the vibrator on  Did you feel it shake ,"['buzzzz', 'grins', 'did', 'i', 'buzz', 'your', 'ass', 'buzz', 'your', 'chest', 'buzz', 'your', 'cock', 'where', 'do', 'you', 'keep', 'your', 'phone', 'is', 'the', 'vibrator', 'on', 'did', 'you', 'feel', 'it', 'shake', '']","['buzzzz', 'grins', 'buzz', 'ass', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrator', 'feel', 'shake', '']","['buzzzz', 'grin', 'buzz', 'ass', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrat', 'feel', 'shake', '']","['buzzzz', 'grin', 'buzz', 'as', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrator', 'feel', 'shake', '']"
2957,ham,Sir send to group mail check it.,Sir send to group mail check it,"['sir', 'send', 'to', 'group', 'mail', 'check', 'it']","['sir', 'send', 'group', 'mail', 'check']","['sir', 'send', 'group', 'mail', 'check']","['sir', 'send', 'group', 'mail', 'check']"
2958,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,Im doing da intro covers energy trends n pros n cons Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages,"['im', 'doing', 'da', 'intro', 'covers', 'energy', 'trends', 'n', 'pros', 'n', 'cons', 'brief', 'description', 'of', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'of', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'pages']","['im', 'da', 'intro', 'covers', 'energy', 'trends', 'n', 'pros', 'n', 'cons', 'brief', 'description', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'pages']","['im', 'da', 'intro', 'cover', 'energi', 'trend', 'n', 'pro', 'n', 'con', 'brief', 'descript', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'histori', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'page']","['im', 'da', 'intro', 'cover', 'energy', 'trend', 'n', 'pro', 'n', 'con', 'brief', 'description', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'page']"
2959,ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,NONENOWHERE IKNO DOESDISCOUNTSHITINNIT,"['nonenowhere', 'ikno', 'doesdiscountshitinnit']","['nonenowhere', 'ikno', 'doesdiscountshitinnit']","['nonenowher', 'ikno', 'doesdiscountshitinnit']","['nonenowhere', 'ikno', 'doesdiscountshitinnit']"
2960,ham,You dont know you jabo me abi.,You dont know you jabo me abi,"['you', 'dont', 'know', 'you', 'jabo', 'me', 'abi']","['dont', 'know', 'jabo', 'abi']","['dont', 'know', 'jabo', 'abi']","['dont', 'know', 'jabo', 'abi']"
2961,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",Do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,"['do', 'you', 'ever', 'notice', 'that', 'when', 'youre', 'driving', 'anyone', 'going', 'slower', 'than', 'you', 'is', 'an', 'idiot', 'and', 'everyone', 'driving', 'faster', 'than', 'you', 'is', 'a', 'maniac']","['ever', 'notice', 'youre', 'driving', 'anyone', 'going', 'slower', 'idiot', 'everyone', 'driving', 'faster', 'maniac']","['ever', 'notic', 'your', 'drive', 'anyon', 'go', 'slower', 'idiot', 'everyon', 'drive', 'faster', 'maniac']","['ever', 'notice', 'youre', 'driving', 'anyone', 'going', 'slower', 'idiot', 'everyone', 'driving', 'faster', 'maniac']"
2962,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,Not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane,"['not', 'yet', 'hadya', 'sapna', 'aunty', 'manege', 'yday', 'hogidhechinnu', 'full', 'weak', 'and', 'swalpa', 'black', 'agidhane']","['yet', 'hadya', 'sapna', 'aunty', 'manege', 'yday', 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']","['yet', 'hadya', 'sapna', 'aunti', 'maneg', 'yday', 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhan']","['yet', 'hadya', 'sapna', 'aunty', 'manege', 'yday', 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']"
2963,ham,"Are you being good, baby? :)",Are you being good baby ,"['are', 'you', 'being', 'good', 'baby', '']","['good', 'baby', '']","['good', 'babi', '']","['good', 'baby', '']"
2964,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,NEFT Transaction with reference number  ltgt  for Rs ltDECIMALgt  has been credited to the beneficiary account on  ltgt  at  ltTIMEgt  ltgt,"['neft', 'transaction', 'with', 'reference', 'number', 'ltgt', 'for', 'rs', 'ltdecimalgt', 'has', 'been', 'credited', 'to', 'the', 'beneficiary', 'account', 'on', 'ltgt', 'at', 'lttimegt', 'ltgt']","['neft', 'transaction', 'reference', 'number', 'ltgt', 'rs', 'ltdecimalgt', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']","['neft', 'transact', 'refer', 'number', 'ltgt', 'rs', 'ltdecimalgt', 'credit', 'beneficiari', 'account', 'ltgt', 'lttimegt', 'ltgt']","['neft', 'transaction', 'reference', 'number', 'ltgt', 'r', 'ltdecimalgt', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']"
2965,ham,"Mostly sports type..lyk footbl,crckt..",Mostly sports typelyk footblcrckt,"['mostly', 'sports', 'typelyk', 'footblcrckt']","['mostly', 'sports', 'typelyk', 'footblcrckt']","['mostli', 'sport', 'typelyk', 'footblcrckt']","['mostly', 'sport', 'typelyk', 'footblcrckt']"
2966,ham,Ma head dey swell oh. Thanks for making my day,Ma head dey swell oh Thanks for making my day,"['ma', 'head', 'dey', 'swell', 'oh', 'thanks', 'for', 'making', 'my', 'day']","['head', 'dey', 'swell', 'oh', 'thanks', 'making', 'day']","['head', 'dey', 'swell', 'oh', 'thank', 'make', 'day']","['head', 'dey', 'swell', 'oh', 'thanks', 'making', 'day']"
2967,ham,U should make a fb list,U should make a fb list,"['u', 'should', 'make', 'a', 'fb', 'list']","['u', 'make', 'fb', 'list']","['u', 'make', 'fb', 'list']","['u', 'make', 'fb', 'list']"
2968,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",Height of Confidence All the Aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane Aftr they sat they wer told dat the plane ws made by their students Dey all hurried out of d plane Bt only 1 didnt move He saidif it is made by my studentsthis wont even start Datz confidence,"['height', 'of', 'confidence', 'all', 'the', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'they', 'wer', 'askd', '2', 'sit', 'in', 'an', 'aeroplane', 'aftr', 'they', 'sat', 'they', 'wer', 'told', 'dat', 'the', 'plane', 'ws', 'made', 'by', 'their', 'students', 'dey', 'all', 'hurried', 'out', 'of', 'd', 'plane', 'bt', 'only', '1', 'didnt', 'move', 'he', 'saidif', 'it', 'is', 'made', 'by', 'my', 'studentsthis', 'wont', 'even', 'start', 'datz', 'confidence']","['height', 'confidence', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'students', 'dey', 'hurried', 'plane', 'bt', '1', 'didnt', 'move', 'saidif', 'made', 'studentsthis', 'wont', 'even', 'start', 'datz', 'confidence']","['height', 'confid', 'aeronaut', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplan', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'student', 'dey', 'hurri', 'plane', 'bt', '1', 'didnt', 'move', 'saidif', 'made', 'studentsthi', 'wont', 'even', 'start', 'datz', 'confid']","['height', 'confidence', 'aeronautics', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'w', 'made', 'student', 'dey', 'hurried', 'plane', 'bt', '1', 'didnt', 'move', 'saidif', 'made', 'studentsthis', 'wont', 'even', 'start', 'datz', 'confidence']"
2969,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,Sary just need Tim in the bollox it hurt him a lot so he tol me,"['sary', 'just', 'need', 'tim', 'in', 'the', 'bollox', 'it', 'hurt', 'him', 'a', 'lot', 'so', 'he', 'tol', 'me']","['sary', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']","['sari', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']","['sary', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']"
2970,ham,Happy New Year Princess!,Happy New Year Princess,"['happy', 'new', 'year', 'princess']","['happy', 'new', 'year', 'princess']","['happi', 'new', 'year', 'princess']","['happy', 'new', 'year', 'princess']"
2971,ham,"I'll text carlos and let you know, hang on",Ill text carlos and let you know hang on,"['ill', 'text', 'carlos', 'and', 'let', 'you', 'know', 'hang', 'on']","['ill', 'text', 'carlos', 'let', 'know', 'hang']","['ill', 'text', 'carlo', 'let', 'know', 'hang']","['ill', 'text', 'carlos', 'let', 'know', 'hang']"
2972,ham,"Don't worry, * is easy once have ingredients!",Dont worry  is easy once have ingredients,"['dont', 'worry', 'is', 'easy', 'once', 'have', 'ingredients']","['dont', 'worry', 'easy', 'ingredients']","['dont', 'worri', 'easi', 'ingredi']","['dont', 'worry', 'easy', 'ingredient']"
2973,ham,I love u 2 my little pocy bell I am sorry but I love u,I love u 2 my little pocy bell I am sorry but I love u,"['i', 'love', 'u', '2', 'my', 'little', 'pocy', 'bell', 'i', 'am', 'sorry', 'but', 'i', 'love', 'u']","['love', 'u', '2', 'little', 'pocy', 'bell', 'sorry', 'love', 'u']","['love', 'u', '2', 'littl', 'poci', 'bell', 'sorri', 'love', 'u']","['love', 'u', '2', 'little', 'pocy', 'bell', 'sorry', 'love', 'u']"
2974,ham,"Ok omw now, you at castor?",Ok omw now you at castor,"['ok', 'omw', 'now', 'you', 'at', 'castor']","['ok', 'omw', 'castor']","['ok', 'omw', 'castor']","['ok', 'omw', 'castor']"
2975,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,Yar lor Keep raining non stop Or u wan 2 go elsewhere,"['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'or', 'u', 'wan', '2', 'go', 'elsewhere']","['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'u', 'wan', '2', 'go', 'elsewhere']","['yar', 'lor', 'keep', 'rain', 'non', 'stop', 'u', 'wan', '2', 'go', 'elsewher']","['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'u', 'wan', '2', 'go', 'elsewhere']"
2976,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",Xmas Offer Latest Motorola SonyEricsson  Nokia  FREE Bluetooth or DVD Double Mins  1000 Txt on Orange Call MobileUpd8 on 08000839402 or call2optout4QF2,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'or', 'dvd', 'double', 'mins', '1000', 'txt', 'on', 'orange', 'call', 'mobileupd8', 'on', '08000839402', 'or', 'call2optout4qf2']","['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'mins', '1000', 'txt', 'orange', 'call', 'mobileupd8', '08000839402', 'call2optout4qf2']","['xma', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'doubl', 'min', '1000', 'txt', 'orang', 'call', 'mobileupd8', '08000839402', 'call2optout4qf2']","['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'min', '1000', 'txt', 'orange', 'call', 'mobileupd8', '08000839402', 'call2optout4qf2']"
2977,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,What u mean u almost done Done wif sleeping But i tot u going to take a nap Yup i send her liao so im picking her up at ard 4 smth lor,"['what', 'u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleeping', 'but', 'i', 'tot', 'u', 'going', 'to', 'take', 'a', 'nap', 'yup', 'i', 'send', 'her', 'liao', 'so', 'im', 'picking', 'her', 'up', 'at', 'ard', '4', 'smth', 'lor']","['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleeping', 'tot', 'u', 'going', 'take', 'nap', 'yup', 'send', 'liao', 'im', 'picking', 'ard', '4', 'smth', 'lor']","['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleep', 'tot', 'u', 'go', 'take', 'nap', 'yup', 'send', 'liao', 'im', 'pick', 'ard', '4', 'smth', 'lor']","['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleeping', 'tot', 'u', 'going', 'take', 'nap', 'yup', 'send', 'liao', 'im', 'picking', 'ard', '4', 'smth', 'lor']"
2978,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship good morning dear,"['7', 'wonders', 'in', 'my', 'world', '7th', 'you', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', 'and', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']","['7', 'wonders', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']","['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'person', '3rd', 'ur', 'natur', '2nd', 'ur', 'sm', '1st', 'ur', 'love', 'friendship', 'good', 'morn', 'dear']","['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sm', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']"
2979,ham,"Tonight? Yeah, I'd be down for that",Tonight Yeah Id be down for that,"['tonight', 'yeah', 'id', 'be', 'down', 'for', 'that']","['tonight', 'yeah', 'id']","['tonight', 'yeah', 'id']","['tonight', 'yeah', 'id']"
2980,ham,What should i eat fo lunch senor,What should i eat fo lunch senor,"['what', 'should', 'i', 'eat', 'fo', 'lunch', 'senor']","['eat', 'fo', 'lunch', 'senor']","['eat', 'fo', 'lunch', 'senor']","['eat', 'fo', 'lunch', 'senor']"
2981,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",He said that he had a right giggle when he saw u again You would possibly be the first person2die from NVQ but think how much you could for ,"['he', 'said', 'that', 'he', 'had', 'a', 'right', 'giggle', 'when', 'he', 'saw', 'u', 'again', 'you', 'would', 'possibly', 'be', 'the', 'first', 'person2die', 'from', 'nvq', 'but', 'think', 'how', 'much', 'you', 'could', 'for', '']","['said', 'right', 'giggle', 'saw', 'u', 'would', 'possibly', 'first', 'person2die', 'nvq', 'think', 'much', 'could', '']","['said', 'right', 'giggl', 'saw', 'u', 'would', 'possibl', 'first', 'person2di', 'nvq', 'think', 'much', 'could', '']","['said', 'right', 'giggle', 'saw', 'u', 'would', 'possibly', 'first', 'person2die', 'nvq', 'think', 'much', 'could', '']"
2982,ham,No break time one... How... I come out n get my stuff fr ü?,No break time one How I come out n get my stuff fr ü,"['no', 'break', 'time', 'one', 'how', 'i', 'come', 'out', 'n', 'get', 'my', 'stuff', 'fr', 'ü']","['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ü']","['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ü']","['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ü']"
2983,spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,Reply to win £100 weekly What professional sport does Tiger Woods play Send STOP to 87239 to end service,"['reply', 'to', 'win', '100', 'weekly', 'what', 'professional', 'sport', 'does', 'tiger', 'woods', 'play', 'send', 'stop', 'to', '87239', 'to', 'end', 'service']","['reply', 'win', '100', 'weekly', 'professional', 'sport', 'tiger', 'woods', 'play', 'send', 'stop', '87239', 'end', 'service']","['repli', 'win', '100', 'weekli', 'profession', 'sport', 'tiger', 'wood', 'play', 'send', 'stop', '87239', 'end', 'servic']","['reply', 'win', '100', 'weekly', 'professional', 'sport', 'tiger', 'wood', 'play', 'send', 'stop', '87239', 'end', 'service']"
